Country;Subject Descriptor;Units;Scale;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;Estimates Start After
Chile;Gross national savings;Percent of GDP;Units;22.505;22.953;23.122;23.573;24.473;25.156;27.682;27.466;24.133;24.317;25.659;21.706;23.500;22.702;21.709;22.778;21.127;19.875;19.634;19.702;19.132;16.646;16.875;19.375;2023
Chile;Inflation, average consumer prices;Index;Units;56.701;58.723;60.183;61.874;62.525;64.434;66.626;69.567;75.635;76.769;77.849;80.446;82.859;84.341;88.317;92.158;95.651;97.739;100.004;102.253;105.365;110.132;122.957;132.281;2023
Chile;Inflation, average consumer prices;Percent change;Units;3.838;3.565;2.486;2.811;1.053;3.053;3.402;4.413;8.723;1.498;1.408;3.335;2.999;1.789;4.714;4.349;3.789;2.183;2.317;2.249;3.043;4.524;11.645;7.583;2023
Chile;Inflation, end of period consumer prices;Index;Units;57.816;59.357;61.058;61.729;63.238;65.559;67.268;72.556;77.700;76.528;78.780;82.237;83.436;85.986;90.025;94.010;96.576;98.758;100.847;103.822;106.862;114.488;129.111;134.184;2023
Chile;Inflation, end of period consumer prices;Percent change;Units;4.554;2.666;2.866;1.100;2.444;3.671;2.607;7.861;7.089;-1.507;2.942;4.389;1.457;3.056;4.698;4.427;2.729;2.260;2.115;2.950;2.928;7.137;12.772;3.929;2023
Chile;Volume of imports of goods and services;Percent change;Units;10.569;4.997;1.838;7.873;19.506;18.370;12.536;13.754;10.858;-17.701;25.243;15.839;3.816;1.764;-6.485;-1.177;1.387;5.070;8.300;-1.918;-12.579;31.626;2.027;-11.694;2023
Chile;Volume of Imports of goods;Percent change;Units;13.535;1.902;1.142;10.190;19.906;22.703;12.781;16.738;15.963;-20.105;31.127;17.385;6.067;1.074;-6.776;-0.658;1.190;4.901;8.596;-2.128;-9.776;35.448;-2.124;-13.168;2023
Chile;Volume of exports of goods and services;Percent change;Units;6.072;7.611;3.243;7.010;15.015;3.274;5.225;6.752;-0.504;-4.203;1.869;5.192;0.323;3.072;0.576;-2.578;0.727;-0.503;4.609;-2.696;-1.139;-1.547;0.971;0.082;2023
Chile;Volume of exports of goods;Percent change;Units;4.882;8.384;0.800;5.875;14.881;2.324;3.786;6.624;-1.888;-3.124;0.317;4.363;2.063;3.692;1.729;-1.902;0.484;-1.864;5.896;-2.241;2.876;-1.056;-1.504;-1.125;2023
Chile;Unemployment rate;Percent of total labor force;Units;9.708;9.867;9.800;9.533;10.017;9.300;7.950;7.008;7.750;11.053;8.305;7.300;6.595;6.082;6.495;6.328;6.685;6.965;7.377;7.223;10.770;8.862;7.878;8.840;2023
Chile;Employment;Persons;Millions;;;;;;;;;;;;;;;;;;;;;;;;;
Chile;Population;Persons;Millions;15.343;15.520;15.692;15.857;16.022;16.183;16.348;16.518;16.698;16.881;17.064;17.254;17.443;17.612;17.788;17.971;18.167;18.419;18.751;19.107;19.458;19.678;19.829;19.961;2020
Chile;General government revenue;National currency;Billions;9,362.099;10,301.788;10,669.317;11,533.101;13,809.474;16,991.774;21,405.327;24,578.811;24,144.095;19,916.743;25,593.847;29,542.410;30,897.002;31,090.822;33,076.348;36,387.200;38,319.772;41,000.515;45,717.150;46,471.544;44,263.247;62,464.434;73,877.012;69,645.226;2023
Chile;General government revenue;Percent of GDP;Units;22.177;22.687;22.031;21.803;22.866;24.817;26.239;27.261;25.722;20.717;23.104;24.313;23.772;22.643;22.356;22.939;22.706;22.865;24.133;23.767;21.993;26.074;28.000;24.708;2023
Chile;General government total expenditure;National currency;Billions;9,654.583;10,526.392;11,236.270;11,752.890;12,571.042;13,864.133;15,279.604;17,406.735;20,454.688;24,011.251;25,995.660;27,808.727;30,010.137;31,736.551;35,290.246;39,700.059;42,809.953;45,712.070;48,524.996;51,810.554;58,541.291;80,480.313;70,302.223;75,705.566;2023
Chile;General government total expenditure;Percent of GDP;Units;22.870;23.181;23.202;22.218;20.816;20.249;18.730;19.307;21.791;24.976;23.466;22.886;23.089;23.113;23.853;25.028;25.367;25.493;25.616;26.497;29.088;33.595;26.646;26.858;2023
Chile;General government net lending/borrowing;National currency;Billions;-292.484;-224.604;-566.953;-219.789;1,238.432;3,127.641;6,125.723;7,172.076;3,689.407;-4,094.508;-401.814;1,733.683;886.865;-645.729;-2,213.898;-3,312.859;-4,490.181;-4,711.555;-2,807.846;-5,339.010;-14,278.044;-18,015.880;3,574.789;-6,060.340;2023
Chile;General government net lending/borrowing;Percent of GDP;Units;-0.693;-0.495;-1.171;-0.416;2.051;4.568;7.509;7.955;3.930;-4.259;-0.363;1.427;0.682;-0.470;-1.496;-2.089;-2.661;-2.628;-1.482;-2.731;-7.094;-7.520;1.355;-2.150;2023
Chile;General government structural balance;National currency;Billions;n/a;296.364;155.796;431.935;632.965;753.115;1,100.631;930.732;-920.084;-2,833.995;-2,134.654;-1,218.342;-478.846;-711.100;-743.517;749.062;-1,632.415;-3,621.865;-2,866.949;-3,344.069;-3,368.059;-27,419.663;-3,322.316;-10,239.744;2023
Chile;General government structural balance;Percent of potential GDP;Units;n/a;0.663;0.322;0.818;1.059;1.120;1.380;1.061;-1.001;-2.905;-1.928;-1.015;-0.378;-0.532;-0.509;0.478;-0.976;-2.023;-1.533;-1.707;-1.577;-11.719;-1.286;-3.634;2023
Chile;General government primary net lending/borrowing;National currency;Billions;-23.213;-16.973;-328.309;59.467;1,539.161;3,427.832;6,266.075;7,005.015;3,353.676;-4,286.425;-346.090;1,851.465;1,029.273;-534.583;-2,000.886;-2,968.325;-4,012.136;-4,065.953;-2,106.363;-4,653.750;-13,230.709;-16,526.285;4,836.041;-5,115.492;2023
Chile;General government primary net lending/borrowing;Percent of GDP;Units;-0.055;-0.037;-0.678;0.112;2.549;5.006;7.681;7.770;3.573;-4.459;-0.312;1.524;0.792;-0.389;-1.352;-1.871;-2.377;-2.267;-1.112;-2.380;-6.574;-6.899;1.833;-1.815;2023
Chile;General government net debt;National currency;Billions;1,296.414;2,530.166;3,671.249;3,432.874;2,410.231;-36.890;-5,438.349;-11,725.726;-18,083.453;-10,173.906;-7,798.894;-10,445.550;-8,800.209;-7,752.982;-6,463.812;-5,487.747;1,594.677;7,928.480;10,873.147;15,629.550;26,782.024;48,431.045;51,536.290;64,185.488;2023
Chile;General government net debt;Percent of GDP;Units;3.071;5.572;7.581;6.490;3.991;-0.054;-6.666;-13.006;-19.265;-10.583;-7.040;-8.597;-6.771;-5.646;-4.369;-3.460;0.945;4.422;5.740;7.993;13.307;20.216;19.533;22.771;2023
Chile;General government gross debt;National currency;Billions;5,549.436;6,515.329;7,286.297;6,650.792;6,228.846;4,819.883;4,097.148;3,517.356;4,614.497;5,619.223;9,535.014;13,520.206;15,517.618;17,553.694;22,221.911;27,560.190;35,610.201;42,410.915;48,870.460;55,393.436;65,167.462;87,262.776;99,721.087;111,091.924;2023
Chile;General government gross debt;Percent of GDP;Units;13.146;14.348;15.045;12.573;10.314;7.040;5.022;3.901;4.916;5.845;8.607;11.127;11.939;12.784;15.020;17.375;21.101;23.652;25.798;28.330;32.380;36.426;37.796;39.412;2023
Chile;Gross domestic product corresponding to fiscal year, current prices;National currency;Billions;42,215.030;45,409.054;48,428.962;52,897.340;60,391.763;68,467.940;81,577.533;90,159.479;93,867.122;96,138.477;110,777.867;121,509.299;129,973.394;137,309.192;147,951.290;158,622.903;168,764.688;179,314.910;189,434.867;195,531.722;201,257.746;239,561.981;263,842.661;281,870.321;2023
Chile;Current account balance;U.S. dollars;Billions;-0.791;-0.998;-0.480;0.164;3.230;2.339;8.456;8.723;-7.532;2.473;1.944;-12.361;-14.230;-13.247;-8.982;-6.629;-6.535;-7.616;-13.264;-14.506;-4.952;-22.960;-26.163;-11.901;2022
Chile;Current account balance;Percent of GDP;Units;-1.011;-1.396;-0.683;0.215;3.260;1.913;5.497;5.055;-4.192;1.440;0.896;-4.920;-5.326;-4.779;-3.463;-2.734;-2.621;-2.756;-4.490;-5.217;-1.949;-7.275;-8.659;-3.546;2022
China;Gross domestic product, constant prices;National currency;Billions;17,357.017;18,800.947;20,514.561;22,570.415;24,853.264;27,683.897;31,202.532;35,647.896;39,067.356;42,757.498;47,294.463;51,811.498;55,877.494;60,219.522;64,670.541;69,209.370;73,950.566;79,087.703;84,426.805;89,451.015;91,456.542;99,184.264;102,148.665;107,501.387;2023
China;Gross domestic product, constant prices;Percent change;Units;8.472;8.319;9.115;10.021;10.114;11.389;12.710;14.247;9.592;9.446;10.611;9.551;7.848;7.771;7.391;7.018;6.851;6.947;6.751;5.951;2.242;8.450;2.989;5.240;2023
China;Gross domestic product, current prices;National currency;Billions;9,979.896;11,038.835;12,132.668;13,714.671;16,135.561;18,765.754;21,959.752;27,049.941;31,806.756;34,765.027;40,850.540;48,410.931;53,903.991;59,634.448;64,654.796;69,209.370;74,598.051;82,898.276;91,577.426;99,070.840;102,562.837;114,528.293;120,247.100;125,117.895;2023
China;Gross domestic product, current prices;U.S. dollars;Billions;1,205.532;1,333.649;1,465.829;1,656.962;1,949.446;2,290.019;2,754.149;3,555.655;4,577.280;5,088.992;6,033.830;7,492.212;8,539.584;9,624.928;10,524.241;11,113.508;11,226.897;12,265.327;13,841.812;14,340.600;14,862.564;17,759.307;17,848.540;17,662.041;2023
China;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;3,657.926;4,051.443;4,489.411;5,036.827;5,695.402;6,543.012;7,602.056;8,920.410;9,964.411;10,972.868;12,284.703;13,735.671;15,137.455;16,277.355;17,200.686;17,880.337;18,701.703;19,814.058;21,636.218;23,308.573;24,145.859;27,386.733;30,191.127;32,931.360;2023
China;Gross domestic product, deflator;Index;Units;57.498;58.714;59.142;60.764;64.923;67.786;70.378;75.881;81.415;81.307;86.375;93.437;96.468;99.028;99.976;100.000;100.876;104.818;108.470;110.754;112.144;115.470;117.718;116.387;2023
China;Gross domestic product per capita, constant prices;National currency;Units;13,694.656;14,731.167;15,970.480;17,465.711;19,119.660;21,172.181;23,737.548;26,979.616;29,417.747;32,040.088;35,270.423;38,402.782;41,109.970;44,043.944;46,983.233;50,033.522;53,113.196;56,486.778;60,072.723;63,436.837;64,765.418;70,213.977;72,356.058;76,166.651;2022
China;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;3,430.959;3,690.639;4,001.128;4,375.732;4,790.101;5,304.324;5,947.033;6,759.277;7,370.108;8,027.091;8,836.395;9,621.154;10,299.393;11,034.449;11,770.838;12,535.035;13,306.594;14,151.786;15,050.183;15,893.004;16,225.857;17,590.899;18,127.560;19,082.239;2022
China;Gross domestic product per capita, current prices;National currency;Units;7,874.120;8,649.295;9,445.220;10,612.853;12,413.115;14,351.735;16,706.037;20,472.372;23,950.510;26,050.976;30,464.789;35,882.275;39,658.032;43,616.026;46,971.794;50,033.522;53,578.237;59,208.402;65,160.648;70,259.020;72,630.397;81,076.237;85,175.916;88,648.261;2022
China;Gross domestic product per capita, current prices;U.S. dollars;Units;951.163;1,044.958;1,141.140;1,282.210;1,499.712;1,751.368;2,095.239;2,691.048;3,446.695;3,813.408;4,499.803;5,553.242;6,282.709;7,039.574;7,645.875;8,034.287;8,063.446;8,760.259;9,848.949;10,170.061;10,525.001;12,572.071;12,642.847;12,513.871;2022
China;Gross domestic product per capita, current prices;"Purchasing power parity; international dollars";Units;2,886.097;3,174.440;3,494.984;3,897.659;4,381.483;5,003.986;5,783.318;6,751.288;7,503.209;8,222.456;9,161.467;10,180.906;11,136.869;11,905.091;12,496.321;12,926.230;13,432.044;14,151.786;15,394.951;16,529.965;17,099.014;19,387.465;21,385.604;23,332.456;2022
China;Output gap in percent of potential GDP;Percent of potential GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;
China;Gross domestic product based on purchasing-power-parity (PPP) share of world total;Percent;Units;7.201;7.614;8.082;8.545;8.937;9.509;10.184;11.049;11.764;12.932;13.591;14.331;14.998;15.370;15.654;15.939;16.053;16.148;16.645;17.161;18.069;18.418;18.351;18.734;2023
China;Implied PPP conversion rate;National currency per current international dollar;Units;2.728;2.725;2.703;2.723;2.833;2.868;2.889;3.032;3.192;3.168;3.325;3.524;3.561;3.664;3.759;3.871;3.989;4.184;4.233;4.250;4.248;4.182;3.983;3.799;2023
China;Total investment;Percent of GDP;Units;33.735;35.694;36.270;39.700;41.973;40.273;39.881;40.421;42.425;45.469;46.968;47.029;46.186;46.136;45.612;43.033;42.655;43.172;43.961;43.068;42.857;43.289;43.227;42.147;2023
China;Gross national savings;Percent of GDP;Units;35.430;37.000;38.686;42.298;45.509;46.054;48.299;50.354;51.613;50.249;50.909;48.846;48.708;47.676;47.855;45.669;44.359;44.710;44.136;43.786;44.531;45.276;45.479;43.643;2023
China;Inflation, average consumer prices;Index;Units;70.496;71.007;70.461;71.281;74.057;75.397;76.503;80.154;84.838;84.251;87.057;91.772;94.176;96.650;98.578;100.000;101.996;103.606;105.774;108.847;111.559;112.583;114.807;115.068;2022
China;Inflation, average consumer prices;Percent change;Units;0.348;0.724;-0.769;1.163;3.895;1.809;1.468;4.772;5.844;-0.692;3.329;5.416;2.620;2.627;1.994;1.443;1.996;1.579;2.093;2.905;2.492;0.918;1.975;0.228;2022
China;Inflation, end of period consumer prices;Index;Units;70.971;70.637;70.347;72.643;74.393;75.641;77.825;82.985;84.000;85.370;89.238;92.893;95.167;97.596;99.101;100.762;102.879;104.607;106.468;111.249;111.450;113.032;115.094;114.793;2022
China;Inflation, end of period consumer prices;Percent change;Units;1.905;-0.471;-0.410;3.264;2.409;1.678;2.888;6.630;1.222;1.632;4.530;4.096;2.448;2.553;1.542;1.676;2.102;1.679;1.779;4.491;0.180;1.420;1.824;-0.261;2022
China;Volume of imports of goods and services;Percent change;Units;25.942;14.459;22.246;32.446;20.377;13.385;17.693;14.901;7.545;3.117;23.094;13.422;6.591;10.647;7.774;-0.438;4.387;6.227;7.341;-1.740;-6.685;10.452;-2.639;3.001;2023
China;Volume of Imports of goods;Percent change;Units;26.932;14.666;22.278;33.581;19.125;12.862;17.005;12.850;5.152;2.986;23.377;11.734;5.793;9.702;3.717;-0.670;5.432;7.297;8.596;0.438;0.002;10.666;-5.855;2.335;2023
China;Volume of exports of goods and services;Percent change;Units;26.654;11.266;25.071;31.477;26.920;24.338;26.019;21.128;10.836;-10.560;28.461;10.964;5.882;8.760;4.295;-2.156;0.679;6.954;4.249;1.957;-3.150;18.517;-0.166;-0.319;2023
China;Volume of exports of goods;Percent change;Units;27.148;10.817;25.455;33.373;25.401;24.822;25.983;19.733;9.386;-10.801;29.045;11.164;6.790;9.583;4.306;-2.281;1.293;8.604;4.014;-0.277;4.781;16.220;-3.210;3.210;2023
China;Unemployment rate;Percent of total labor force;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;5.000;4.900;5.200;5.200;5.100;5.500;5.200;2022
China;Employment;Persons;Millions;;;;;;;;;;;;;;;;;;;;;;;;;
China;Population;Persons;Millions;1,267.430;1,276.270;1,284.530;1,292.270;1,299.880;1,307.560;1,314.480;1,321.290;1,328.020;1,334.500;1,340.910;1,349.160;1,359.220;1,367.260;1,376.460;1,383.260;1,392.320;1,400.110;1,405.410;1,410.080;1,412.120;1,412.600;1,411.750;1,411.397;2022
China;General government revenue;National currency;Billions;1,339.523;1,638.604;1,890.364;2,171.525;2,639.647;3,164.929;3,776.020;4,925.778;7,156.660;8,310.115;10,103.313;13,081.104;15,016.042;16,535.608;18,237.211;20,076.700;21,576.953;24,232.569;26,551.455;27,790.093;26,342.871;30,511.650;31,233.127;33,511.622;2023
China;General government revenue;Percent of GDP;Units;13.422;14.844;15.581;15.834;16.359;16.865;17.195;18.210;22.500;23.904;24.732;27.021;27.857;27.728;28.207;29.009;28.924;29.232;28.993;28.051;25.685;26.641;25.974;26.784;2023
China;General government total expenditure;National currency;Billions;1,623.550;1,925.158;2,240.215;2,499.895;2,883.589;3,427.928;4,027.173;4,909.835;7,164.539;8,918.784;10,251.183;13,128.594;15,178.679;17,034.245;18,678.819;21,837.060;24,107.253;27,053.988;30,474.167;33,835.277;36,310.049;37,434.933;40,260.431;42,359.315;2023
China;General government total expenditure;Percent of GDP;Units;16.268;17.440;18.464;18.228;17.871;18.267;18.339;18.151;22.525;25.654;25.094;27.119;28.159;28.564;28.890;31.552;32.316;32.635;33.277;34.153;35.403;32.686;33.481;33.856;2023
China;General government net lending/borrowing;National currency;Billions;-284.027;-286.554;-349.851;-328.370;-243.942;-262.999;-251.153;15.943;-7.880;-608.669;-147.870;-47.490;-162.637;-498.637;-441.608;-1,760.360;-2,530.300;-2,821.419;-3,922.712;-6,045.184;-9,967.178;-6,923.283;-9,027.304;-8,847.693;2023
China;General government net lending/borrowing;Percent of GDP;Units;-2.846;-2.596;-2.884;-2.394;-1.512;-1.401;-1.144;0.059;-0.025;-1.751;-0.362;-0.098;-0.302;-0.836;-0.683;-2.544;-3.392;-3.403;-4.283;-6.102;-9.718;-6.045;-7.507;-7.071;2023
China;General government structural balance;National currency;Billions;-225.639;-190.467;-226.682;-192.105;-83.518;-102.417;-145.300;-36.953;-103.378;-512.061;-352.718;-240.970;-191.251;-546.680;-458.427;-1,568.211;-2,356.293;-2,675.146;-3,789.288;-5,764.476;-8,983.419;-6,471.213;-8,127.584;-8,338.885;2023
China;General government structural balance;Percent of potential GDP;Units;-2.245;-1.661;-1.836;-1.426;-0.525;-0.552;-0.675;-0.142;-0.323;-1.454;-0.881;-0.505;-0.355;-0.919;-0.710;-2.244;-3.133;-3.208;-4.117;-5.760;-8.444;-5.568;-6.570;-6.565;2023
China;General government primary net lending/borrowing;National currency;Billions;-210.937;-206.657;-281.996;-231.983;-168.039;-181.498;-153.614;121.233;122.629;-459.541;36.554;190.918;100.938;-193.016;-82.938;-1,405.501;-2,022.806;-2,194.112;-3,182.440;-5,200.931;-8,985.916;-5,878.558;-7,892.039;-7,664.793;2023
China;General government primary net lending/borrowing;Percent of GDP;Units;-2.114;-1.872;-2.324;-1.691;-1.041;-0.967;-0.700;0.448;0.386;-1.322;0.089;0.394;0.187;-0.324;-0.128;-2.031;-2.712;-2.647;-3.475;-5.250;-8.761;-5.133;-6.563;-6.126;2023
China;General government net debt;National currency;Billions;;;;;;;;;;;;;;;;;;;;;;;;;
China;General government net debt;Percent of GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;
China;General government gross debt;National currency;Billions;2,294.050;2,712.752;3,144.247;3,675.576;4,258.695;4,937.582;5,614.652;7,888.937;8,638.332;12,017.235;13,858.254;16,349.149;18,539.233;22,085.788;25,842.031;28,714.154;37,821.884;45,553.117;51,887.101;59,842.360;71,934.977;82,272.523;92,695.733;104,653.224;2023
China;General government gross debt;Percent of GDP;Units;22.987;24.575;25.916;26.800;26.393;26.312;25.568;29.164;27.159;34.567;33.924;33.772;34.393;37.035;39.969;41.489;50.701;54.951;56.659;60.404;70.137;71.836;77.088;83.644;2023
China;Gross domestic product corresponding to fiscal year, current prices;National currency;Billions;9,979.896;11,038.835;12,132.668;13,714.671;16,135.561;18,765.754;21,959.752;27,049.941;31,806.756;34,765.027;40,850.540;48,410.931;53,903.991;59,634.448;64,654.796;69,209.370;74,598.051;82,898.276;91,577.426;99,070.840;102,562.837;114,528.293;120,247.100;125,117.895;2023
China;Current account balance;U.S. dollars;Billions;20.432;17.405;35.422;43.052;68.941;132.378;231.843;353.183;420.569;243.257;237.810;136.097;215.392;148.204;236.047;293.022;191.337;188.676;24.131;102.910;248.836;352.886;401.855;264.200;2022
China;Current account balance;Percent of GDP;Units;1.695;1.305;2.417;2.598;3.536;5.781;8.418;9.933;9.188;4.780;3.941;1.817;2.522;1.540;2.243;2.637;1.704;1.538;0.174;0.718;1.674;1.987;2.251;1.496;2022
Colombia;Gross domestic product, constant prices;National currency;Billions;432,079.000;439,329.000;450,330.000;467,975.000;492,932.000;514,854.000;549,436.000;586,457.000;605,713.000;612,616.000;640,151.000;684,627.000;711,415.000;747,940.000;781,589.000;804,691.000;821,489.000;832,656.000;854,009.000;881,225.000;817,899.000;906,242.000;972,298.000;978,251.000;2023
Colombia;Gross domestic product, constant prices;Percent change;Units;2.925;1.678;2.504;3.918;5.333;4.447;6.717;6.738;3.283;1.140;4.495;6.948;3.913;5.134;4.499;2.956;2.088;1.359;2.564;3.187;-7.186;10.801;7.289;0.612;2023
Colombia;Gross domestic product, current prices;National currency;Billions;207,268.000;224,483.000;243,837.000;270,695.000;305,896.000;337,959.000;381,604.000;428,507.000;476,555.000;501,574.000;544,059.000;619,022.000;666,506.000;714,093.000;762,902.000;804,691.000;863,781.000;920,471.000;987,791.000;1,060,068.000;998,471.000;1,192,634.000;1,469,791.000;1,572,658.000;2023
Colombia;Gross domestic product, current prices;U.S. dollars;Billions;99.270;97.606;97.353;94.072;116.382;145.601;161.793;206.230;242.505;232.469;286.498;334.966;370.691;382.094;381.240;293.492;282.719;311.890;334.124;323.055;270.348;318.525;345.330;363.616;2023
Colombia;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;265.839;276.385;287.709;304.884;329.779;355.246;390.799;428.432;451.024;458.977;485.436;529.874;553.767;591.784;625.018;630.399;672.093;700.091;734.494;770.623;724.690;839.782;964.430;1,005.705;2023
Colombia;Gross domestic product, deflator;Index;Units;47.970;51.097;54.146;57.844;62.056;65.642;69.454;73.067;78.677;81.874;84.989;90.417;93.687;95.475;97.609;100.000;105.148;110.546;115.665;120.295;122.078;131.602;151.167;160.762;2023
Colombia;Gross domestic product per capita, constant prices;National currency;Units;11,035,806.288;11,078,566.250;11,214,471.972;11,509,074.877;11,974,348.576;12,354,950.742;13,029,033.871;13,747,675.441;14,042,582.679;14,048,045.077;14,520,409.201;15,366,431.162;15,808,670.324;16,461,779.570;17,040,701.818;17,374,719.787;17,541,895.476;17,559,469.582;17,696,553.067;17,840,123.583;16,237,038.742;17,752,221.579;18,839,525.472;18,756,159.137;2023
Colombia;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;9,278.830;9,314.782;9,429.051;9,676.751;10,067.950;10,387.957;10,954.722;11,558.951;11,806.907;11,811.499;12,208.660;12,919.989;13,291.821;13,840.951;14,327.704;14,608.544;14,749.105;14,763.881;14,879.140;14,999.853;13,651.990;14,925.945;15,840.143;15,770.049;2023
Colombia;Gross domestic product per capita, current prices;National currency;Units;5,293,868.708;5,660,791.315;6,072,220.821;6,657,297.983;7,430,853.205;8,110,001.666;9,049,154.845;10,045,024.887;11,048,240.650;11,501,714.225;12,340,774.770;13,893,929.031;14,810,727.385;15,716,824.289;16,633,275.927;17,374,719.787;18,444,989.545;19,411,356.581;20,468,748.983;21,460,743.995;19,821,777.884;23,362,306.129;28,479,092.812;30,152,817.340;2023
Colombia;Gross domestic product per capita, current prices;U.S. dollars;Units;2,535.477;2,461.328;2,424.349;2,313.535;2,827.173;3,493.986;3,836.672;4,834.427;5,622.121;5,330.795;6,498.573;7,518.292;8,237.281;8,409.688;8,312.046;6,337.022;6,037.126;6,577.287;6,923.640;6,540.141;5,366.991;6,239.525;6,691.211;6,971.669;2023
Colombia;Gross domestic product per capita, current prices;"Purchasing power parity; international dollars";Units;6,789.831;6,969.613;7,164.751;7,498.132;8,011.023;8,524.847;9,267.201;10,043.273;10,456.341;10,524.922;11,011.040;11,893.012;12,305.508;13,024.859;13,627.049;13,611.438;14,351.727;14,763.881;15,219.989;15,601.018;14,386.640;16,450.339;18,687.072;19,282.538;2023
Colombia;Output gap in percent of potential GDP;Percent of potential GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Colombia;Gross domestic product based on purchasing-power-parity (PPP) share of world total;Percent;Units;0.523;0.519;0.518;0.517;0.517;0.516;0.524;0.531;0.532;0.541;0.537;0.553;0.549;0.559;0.569;0.562;0.577;0.571;0.565;0.567;0.542;0.565;0.586;0.572;2023
Colombia;Implied PPP conversion rate;National currency per current international dollar;Units;779.676;812.210;847.513;887.861;927.579;951.337;976.471;1,000.174;1,056.607;1,092.808;1,120.764;1,168.243;1,203.585;1,206.679;1,220.607;1,276.479;1,285.210;1,314.787;1,344.860;1,375.599;1,377.791;1,420.172;1,524.000;1,563.737;2023
Colombia;Total investment;Percent of GDP;Units;15.821;17.040;18.345;19.866;20.672;21.656;22.939;23.454;23.721;21.988;21.889;22.996;22.105;22.183;24.003;23.774;23.167;21.599;21.195;21.381;19.128;18.917;19.744;12.812;2023
Colombia;Gross national savings;Percent of GDP;Units;15.847;15.067;16.019;17.790;18.888;20.318;21.090;20.472;21.042;20.081;18.893;20.090;18.965;18.947;18.805;17.401;18.715;18.417;16.993;16.797;15.700;13.280;13.557;10.140;2023
Colombia;Inflation, average consumer prices;Index;Units;42.366;45.738;48.642;52.105;55.183;57.968;60.463;63.814;68.282;71.145;72.758;75.243;77.632;79.202;81.503;85.570;91.993;95.960;99.070;102.562;105.152;108.838;119.921;133.987;2023
Colombia;Inflation, average consumer prices;Percent change;Units;9.218;7.958;6.350;7.120;5.906;5.048;4.303;5.543;7.001;4.193;2.268;3.415;3.174;2.022;2.905;4.991;7.507;4.312;3.241;3.524;2.525;3.505;10.183;11.729;2023
Colombia;Inflation, end of period consumer prices;Index;Units;43.860;47.130;50.350;53.560;56.480;59.210;61.850;65.350;70.330;71.670;73.880;76.590;78.460;80.000;82.960;88.600;93.690;97.500;100.570;104.410;106.130;112.160;126.950;138.770;2023
Colombia;Inflation, end of period consumer prices;Percent change;Units;8.511;7.456;6.832;6.375;5.452;4.834;4.459;5.659;7.621;1.905;3.084;3.668;2.442;1.963;3.700;6.798;5.745;4.067;3.149;3.818;1.647;5.682;13.187;9.311;2023
Colombia;Volume of imports of goods and services;Percent change;Units;15.145;8.740;0.329;8.170;10.272;11.902;17.683;13.857;12.512;-8.648;10.829;20.230;9.376;8.523;7.759;-1.080;-3.541;1.019;5.805;7.343;-20.093;26.729;23.614;-12.203;2023
Colombia;Volume of Imports of goods;Percent change;Units;11.056;14.781;-1.126;3.785;9.616;18.791;16.401;16.270;6.161;-9.914;11.505;22.741;9.140;3.857;12.339;-6.018;-12.540;-0.840;8.344;1.591;-15.954;16.230;13.201;-12.203;2023
Colombia;Volume of exports of goods and services;Percent change;Units;-0.484;2.811;-2.377;7.360;9.809;5.714;9.518;6.221;2.037;-5.208;2.063;12.258;4.472;4.678;-0.290;1.658;-0.208;2.569;0.642;3.084;-22.459;14.633;12.305;1.366;2023
Colombia;Volume of exports of goods;Percent change;Units;-1.815;0.742;-4.508;5.781;11.579;11.239;9.258;7.899;7.363;5.867;-0.182;13.793;4.812;3.380;2.612;-0.294;-1.345;0.489;-6.533;0.358;-6.044;0.564;7.261;1.366;2023
Colombia;Unemployment rate;Percent of total labor force;Units;13.325;14.975;15.583;14.108;13.667;11.808;12.042;11.192;11.250;12.208;11.992;11.050;10.617;9.883;9.400;9.200;9.550;9.675;9.942;10.883;16.675;13.800;11.208;10.100;2023
Colombia;Employment;Persons;Millions;;;;;;;;;;;;;;;;;;;;;;;;;
Colombia;Population;Persons;Millions;39.152;39.656;40.156;40.661;41.166;41.672;42.170;42.659;43.134;43.609;44.086;44.553;45.002;45.435;45.866;46.314;46.830;47.419;48.258;49.396;50.372;51.049;51.609;52.156;2023
Colombia;General government revenue;National currency;Billions;48,982.811;55,644.643;60,012.487;68,490.104;77,422.845;87,424.868;104,744.622;117,164.066;135,677.833;141,645.349;147,154.370;174,814.496;194,935.842;206,927.147;225,187.046;223,359.387;239,437.784;246,916.090;296,240.914;311,629.082;265,474.729;324,593.355;408,070.130;508,181.456;2023
